,id_point_x,building_id_x,last_updated_x,first_updated_x,device_x,objectId_x,name_point_x,description_x,units_x,tagged_units_x,raw_unit_id_x,value_x,type_x,point_type_id_x,measurement_id_x,datasource_hash_x,topic_x,equip_id,id_bdg_x,name_bdg_x,equip_type_abbr_x,equip_type_name_x,area_served_desc_x,tags_x,id_point_y,building_id_y,last_updated_y,first_updated_y,device_y,objectId_y,name_point_y,description_y,units_y,tagged_units_y,raw_unit_id_y,value_y,type_y,point_type_id_y,measurement_id_y,datasource_hash_y,topic_y,id_bdg_y,name_bdg_y,equip_type_abbr_y,equip_type_name_y,area_served_desc_y,tags_y,id_point,building_id,last_updated,first_updated,device,objectId,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
11,267647,419,1567915500000.0,1551966900000.0,,,,221 E 71st St AHU-9 Mixed Air Temp,F,,2,70.93,Mixed Air Temperature,78,1,bfb291fd2192b0cd41b4a7d5a68b3352,nyserda+0000116399+ahu-9+221 E 71st St AHU-9 Mixed Air Temp,25971,419,116399,AHU,Air Handling Unit,,"['ahu', 'hvac']",267654,419,1567915500000.0,1551966900000.0,,,,221 E 71st St AHU-9 Return Air Temp,F,,2,71.50,Return Air Temperature,85,1,dbdc978ec87980afe15acd9377ac1eef,nyserda+0000116399+ahu-9+221 E 71st St AHU-9 Return Air Temp,419,116399,AHU,Air Handling Unit,,"['ahu', 'hvac']",267650,419,1567915500000.0,1551966900000.0,,,,221 E 71st St AHU-9 Outside Air Temp,F,,2,70.12,Outside Air Temperature,76,1,65dad66084ecc1f0be811fa85307d23b,nyserda+0000116399+ahu-9+221 E 71st St AHU-9 Outside Air Temp,419,116399,AHU,Air Handling Unit,,"['ahu', 'hvac']"
12,358562,478,1625111100000.0,1594958400000.0,,,HS.RTU.12_Mixed Air Temperature_HS.RTU.12.MAT,,,f,2,81.3,Mixed Air Temperature,78,1,1eab6471f6d67cdc42f0271cdd8f1b0d,nyserda+0000160783+rtu-12+HS.RTU.12_Mixed Air Temperature_HS.RTU.12.MAT,31822,478,160783,AHU,Air Handling Unit,,"['ahu', 'hvac', 'rtu']",358569,478,1625111100000.0,1594958400000.0,,,HS.RTU.12_Return Air Temperature_HS.RTU.12.RAT,,,f,2,80.2,Return Air Temperature,85,1,60d1ff8dc39c263bcfa266a03f9e5585,nyserda+0000160783+rtu-12+HS.RTU.12_Return Air Temperature_HS.RTU.12.RAT,478,160783,AHU,Air Handling Unit,,"['ahu', 'hvac', 'rtu']",358566,478,1625111100000.0,1594958400000.0,,,HS.RTU.12_Outdoor Air Temperature_HS.RTU.12.OAT,,,f,2,74.3,Outside Air Temperature,76,1,e3ca916e0e6c9d59ffe082383f400d26,nyserda+0000160783+rtu-12+HS.RTU.12_Outdoor Air Temperature_HS.RTU.12.OAT,478,160783,AHU,Air Handling Unit,,"['ahu', 'hvac', 'rtu']"
13,357734,473,1622519100000.0,1616794200000.0,,,HS.ERV-1_Mixed Air Temperature_WCSD.HS.ERV1.MAT,,,f,2,56.98,Mixed Air Temperature,78,1,3fd170820938e956a8b92b458a89271d,nyserda+0000164864+erv-1+HS.ERV-1_Mixed Air Temperature_WCSD.HS.ERV1.MAT,31512,473,164864,AHU,Air Handling Unit,,"['ahu', 'hvac', 'erv']",357738,473,1622519100000.0,1616794200000.0,,,HS.ERV-1_Return Air Temperature_WCSD.HS.ERV1.RAT,,,f,2,65.8,Return Air Temperature,85,1,bd6c16f03e290ed776f61a0d7ef29268,nyserda+0000164864+erv-1+HS.ERV-1_Return Air Temperature_WCSD.HS.ERV1.RAT,473,164864,AHU,Air Handling Unit,,"['ahu', 'hvac', 'erv']",357737,473,1622519100000.0,1616794200000.0,,,HS.ERV-1_Outdoor Air Temperature_WCSD.HS.ERV1.VOAT,,,f,2,55.35,Outside Air Temperature,76,1,8422dbc1597a07403c282503029f5d68,nyserda+0000164864+erv-1+HS.ERV-1_Outdoor Air Temperature_WCSD.HS.ERV1.VOAT,473,164864,AHU,Air Handling Unit,,"['ahu', 'hvac', 'erv']"
14,357757,473,1622519100000.0,1616794200000.0,,,HS.ERV-2_Mixed Air Temperature_WCSD.HS.ERV2.RMS,,,f,2,68.0,Mixed Air Temperature,78,1,f46b8f0ec1e14d92706dec3b33e70b3a,nyserda+0000164864+erv-2+HS.ERV-2_Mixed Air Temperature_WCSD.HS.ERV2.RMS,31513,473,164864,AHU,Air Handling Unit,,"['ahu', 'hvac', 'erv']",357759,473,1622519100000.0,1616794200000.0,,,HS.ERV-2_Return Air Temperature_WCSD.HS.ERV2.RMT,,,f,2,68.95,Return Air Temperature,85,1,aed563d7e49e559dd51a4f2656eeb959,nyserda+0000164864+erv-2+HS.ERV-2_Return Air Temperature_WCSD.HS.ERV2.RMT,473,164864,AHU,Air Handling Unit,,"['ahu', 'hvac', 'erv']",357758,473,1622519100000.0,1616794200000.0,,,HS.ERV-2_Outdoor Air Temperature_WCSD.HS.ERV2.VOAT,,,f,2,55.35,Outside Air Temperature,76,1,1b361d4a13b313e581c7700009df9d89,nyserda+0000164864+erv-2+HS.ERV-2_Outdoor Air Temperature_WCSD.HS.ERV2.VOAT,473,164864,AHU,Air Handling Unit,,"['ahu', 'hvac', 'erv']"
15,357749,473,1622519100000.0,1616794200000.0,,,HS.ERV-02_Mixed Air Temperature_WCSD.HS.ERV2.MAT,,,f,2,62.74,Mixed Air Temperature,78,1,035d25ac37fd35d1414b5dede1abdab2,nyserda+0000164864+erv-2+HS.ERV-02_Mixed Air Temperature_WCSD.HS.ERV2.MAT,31513,473,164864,AHU,Air Handling Unit,,"['ahu', 'hvac', 'erv']",357759,473,1622519100000.0,1616794200000.0,,,HS.ERV-2_Return Air Temperature_WCSD.HS.ERV2.RMT,,,f,2,68.95,Return Air Temperature,85,1,aed563d7e49e559dd51a4f2656eeb959,nyserda+0000164864+erv-2+HS.ERV-2_Return Air Temperature_WCSD.HS.ERV2.RMT,473,164864,AHU,Air Handling Unit,,"['ahu', 'hvac', 'erv']",357758,473,1622519100000.0,1616794200000.0,,,HS.ERV-2_Outdoor Air Temperature_WCSD.HS.ERV2.VOAT,,,f,2,55.35,Outside Air Temperature,76,1,1b361d4a13b313e581c7700009df9d89,nyserda+0000164864+erv-2+HS.ERV-2_Outdoor Air Temperature_WCSD.HS.ERV2.VOAT,473,164864,AHU,Air Handling Unit,,"['ahu', 'hvac', 'erv']"
16,379518,452,1625111100000.0,1617249600000.0,,,HS.RTU.12_Mixed Air Temperature_HS.RTU.12.MAT,,,f,2,81.3,Mixed Air Temperature,78,1,f8fd8a441e7fe793787873849a860921,nyserda+0000128615+rtu-12+HS.RTU.12_Mixed Air Temperature_HS.RTU.12.MAT,33118,452,128615,AHU,Air Handling Unit,,"['ahu', 'hvac', 'rtu']",379526,452,1625111100000.0,1617249600000.0,,,HS.RTU.12_Return Air Temperature_HS.RTU.12.RAT,,,f,2,80.2,Return Air Temperature,85,1,f7edd7d4a0348a00ebb14c6d1e3e9d5d,nyserda+0000128615+rtu-12+HS.RTU.12_Return Air Temperature_HS.RTU.12.RAT,452,128615,AHU,Air Handling Unit,,"['ahu', 'hvac', 'rtu']",379522,452,1625111100000.0,1617249600000.0,,,HS.RTU.12_Outdoor Air Temperature_HS.RTU.12.OAT,,,f,2,74.3,Outside Air Temperature,76,1,597db193dad063e9495607f95703a2b9,nyserda+0000128615+rtu-12+HS.RTU.12_Outdoor Air Temperature_HS.RTU.12.OAT,452,128615,AHU,Air Handling Unit,,"['ahu', 'hvac', 'rtu']"
17,358883,479,1619840700000.0,1604203200000.0,,,SHS.AHU-1_Mixed Air Temperature_SHS.AHU01.MAT,,,f,2,67.95,Mixed Air Temperature,78,1,37b2f85a4628c4f97aac6cb15fa708cd,nyserda+0000163716+ahu-1+SHS.AHU-1_Mixed Air Temperature_SHS.AHU01.MAT,31857,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358887,479,1619840700000.0,1604203200000.0,,,SHS.AHU-1_Return Air Temperature_SHS.AHU01.RAT,,,f,2,71.35,Return Air Temperature,85,1,bc37040e272d64c957522ad391a7c742,nyserda+0000163716+ahu-1+SHS.AHU-1_Return Air Temperature_SHS.AHU01.RAT,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358886,479,1619840700000.0,1604203200000.0,,,SHS.AHU-1_Outdoor Air Temperature_SHS.AHU01.OAT,,,f,2,34.55,Outside Air Temperature,76,1,6fc9ad5bac1ecab081f365a3f2c685d0,nyserda+0000163716+ahu-1+SHS.AHU-1_Outdoor Air Temperature_SHS.AHU01.OAT,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']"
18,358802,479,1619840700000.0,1604203200000.0,,,SHS.AHU-10_Mixed Air Temperature_SHS.AHU10.MAT,,,f,2,71.27,Mixed Air Temperature,78,1,71e1ccc533721abcf018f18e495e2a1f,nyserda+0000163716+ahu-10+SHS.AHU-10_Mixed Air Temperature_SHS.AHU10.MAT,31858,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358811,479,1619840700000.0,1604203200000.0,,,SHS.AHU-10_Return Air Temperature_SHS.AHU10.RAT,,,f,2,73.51,Return Air Temperature,85,1,814a15649c993425efe3820de0c1a273,nyserda+0000163716+ahu-10+SHS.AHU-10_Return Air Temperature_SHS.AHU10.RAT,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358808,479,1619840700000.0,1604203200000.0,,,SHS.AHU-10_Outdoor Air Temperature_SHS.AHU10.OA.DB,,,f,2,55.0,Outside Air Temperature,76,1,29a94719ddd12ba779b7d646df9485d7,nyserda+0000163716+ahu-10+SHS.AHU-10_Outdoor Air Temperature_SHS.AHU10.OA.DB,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']"
19,358802,479,1619840700000.0,1604203200000.0,,,SHS.AHU-10_Mixed Air Temperature_SHS.AHU10.MAT,,,f,2,71.27,Mixed Air Temperature,78,1,71e1ccc533721abcf018f18e495e2a1f,nyserda+0000163716+ahu-10+SHS.AHU-10_Mixed Air Temperature_SHS.AHU10.MAT,31858,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358811,479,1619840700000.0,1604203200000.0,,,SHS.AHU-10_Return Air Temperature_SHS.AHU10.RAT,,,f,2,73.51,Return Air Temperature,85,1,814a15649c993425efe3820de0c1a273,nyserda+0000163716+ahu-10+SHS.AHU-10_Return Air Temperature_SHS.AHU10.RAT,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358807,479,1619840700000.0,1604203200000.0,,,SHS.AHU-10_Outdoor Air Temperature_SHS.AHU10.OAC,,,f,2,34.15,Outside Air Temperature,76,1,2ebfcc6512bc5914ad3f227efc03f0a2,nyserda+0000163716+ahu-10+SHS.AHU-10_Outdoor Air Temperature_SHS.AHU10.OAC,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']"
20,358820,479,1619840700000.0,1604203200000.0,,,SHS.AHU-11_Mixed Air Temperature_SHS.AHU11.MAT,,,f,2,74.72,Mixed Air Temperature,78,1,7b981c0b613f0ff714dcc08b9053bcb9,nyserda+0000163716+ahu-11+SHS.AHU-11_Mixed Air Temperature_SHS.AHU11.MAT,31859,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358824,479,1619840700000.0,1604203200000.0,,,SHS.AHU-11_Return Air Temperature_SHS.AHU11.RAT,,,f,2,74.12,Return Air Temperature,85,1,e58cd04c3c32c96da8afb473a8fa1a03,nyserda+0000163716+ahu-11+SHS.AHU-11_Return Air Temperature_SHS.AHU11.RAT,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358823,479,1619840700000.0,1604203200000.0,,,SHS.AHU-11_Outdoor Air Temperature_SHS.AHU11.OAT,,,f,2,36.81,Outside Air Temperature,76,1,ea1b0ec55445962456145ed23eda09cf,nyserda+0000163716+ahu-11+SHS.AHU-11_Outdoor Air Temperature_SHS.AHU11.OAT,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']"
21,358836,479,1619840700000.0,1604203200000.0,,,SHS.AHU-12_Mixed Air Temperature_SHS.AHU12.MAT,,,f,2,91.75,Mixed Air Temperature,78,1,9ef5d796a4f4762c37efa18da5054cc3,nyserda+0000163716+ahu-12+SHS.AHU-12_Mixed Air Temperature_SHS.AHU12.MAT,31860,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358843,479,1619840700000.0,1604203200000.0,,,SHS.AHU-12_Return Air Temperature Zone_SHS AUDITORIUM AHU-12:ZN TEMP,,,f,2,32.0,Return Air Temperature,85,1,1fff8d51f105a4893ee9b6f3ace374d9,nyserda+0000163716+ahu-12+SHS.AHU-12_Return Air Temperature Zone_SHS AUDITORIUM AHU-12:ZN TEMP,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358841,479,1619840700000.0,1604203200000.0,,,SHS.AHU-12_Outdoor Air Temperature_SHS.AHU12.OAT,,,f,2,34.3,Outside Air Temperature,76,1,ea54c1090c483887b004e3675b08bd21,nyserda+0000163716+ahu-12+SHS.AHU-12_Outdoor Air Temperature_SHS.AHU12.OAT,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']"
22,358836,479,1619840700000.0,1604203200000.0,,,SHS.AHU-12_Mixed Air Temperature_SHS.AHU12.MAT,,,f,2,91.75,Mixed Air Temperature,78,1,9ef5d796a4f4762c37efa18da5054cc3,nyserda+0000163716+ahu-12+SHS.AHU-12_Mixed Air Temperature_SHS.AHU12.MAT,31860,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358842,479,1619840700000.0,1604203200000.0,,,SHS.AHU-12_Return Air Temperature_SHS.AHU12.RAT,,,f,2,76.45,Return Air Temperature,85,1,32e141ab9fdd8051e2db94a09f07d905,nyserda+0000163716+ahu-12+SHS.AHU-12_Return Air Temperature_SHS.AHU12.RAT,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358841,479,1619840700000.0,1604203200000.0,,,SHS.AHU-12_Outdoor Air Temperature_SHS.AHU12.OAT,,,f,2,34.3,Outside Air Temperature,76,1,ea54c1090c483887b004e3675b08bd21,nyserda+0000163716+ahu-12+SHS.AHU-12_Outdoor Air Temperature_SHS.AHU12.OAT,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']"
23,358851,479,1619840700000.0,1604203200000.0,,,SHS.AHU-13_Mixed Air Temperature_SHS.AHU13.MAT,,,f,2,114.62,Mixed Air Temperature,78,1,30e67e16d56a2410635dff4332bcb01b,nyserda+0000163716+ahu-13+SHS.AHU-13_Mixed Air Temperature_SHS.AHU13.MAT,31861,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358858,479,1619840700000.0,1604203200000.0,,,SHS.AHU-13_Return Air Temperature Zone_SHS STAGE AHU-13:ZN TEMP,,,f,2,32.0,Return Air Temperature,85,1,bfc1098ed011ccbc73185df735547c05,nyserda+0000163716+ahu-13+SHS.AHU-13_Return Air Temperature Zone_SHS STAGE AHU-13:ZN TEMP,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']",358856,479,1619840700000.0,1604203200000.0,,,SHS.AHU-13_Outdoor Air Temperature_SHS.AHU13.OAT,,,f,2,34.25,Outside Air Temperature,76,1,8ffee6ddf359bdf9a01e7dae6b165aaf,nyserda+0000163716+ahu-13+SHS.AHU-13_Outdoor Air Temperature_SHS.AHU13.OAT,479,163716,AHU,Air Handling Unit,,"['ahu', 'hvac']"
