id_point,building_id,last_updated,first_updated,name_point,description,units,tagged_units,raw_unit_id,value,type,point_type_id,measurement_id,datasource_hash,topic,equip_id,id_bdg,name_bdg,equip_type_abbr,equip_type_name,area_served_desc,tags
387254,427,1648992338462.0,1643824490572.0,frs_1,Freezestat,,on/off,20,0: inactive,Freeze Status,328,11,8e5bede00643ee0f54f68bb99dea312c,onboard/officebldg1/device1003838/binaryInput/6,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285283,427,1648992338265.0,1626897850730.0,ra_hum_setpt_1,RA Humidification Setpt,percentRelativeHumidity,%,3,20.0,Return Air Humidity Setpoint,412,2,a3020faea1de45441fb608068d9911f1,onboard/officebldg1/device1003838/analogValue/3,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
386891,427,1648992330175.0,1643824486983.0,zone_temp_1,Zone Temp,degreesFahrenheit,f,2,72.19,Zone Temperature,77,1,e0d05802a283721963acfc03cd916428,onboard/officebldg1/device1003819/analogInput/3,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
386893,427,1648992330175.0,1643824486983.0,cooling_setpoint_av_1,,degreesFahrenheit,f,2,76.0,Zone Cooling Temperature Setpoint,206,1,b6cef7f32379ffc96b8beda3fd5c1077,onboard/officebldg1/device1003819/analogValue/16,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285265,427,1648992338462.0,1626897850827.0,cwv_1,Chilled Water Valve,volts,v,11,2.0,Chilled Water Valve Position,160,7,3ac148ceef650a7f02c6ffab40cd0d8f,onboard/officebldg1/device1003838/analogOutput/1,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
386894,427,1648992330175.0,1643824486983.0,heating_setpoint_av_1,,degreesFahrenheit,f,2,72.0,Zone Heating Temperature Setpoint,198,1,f212e31c08584c444bb156584a47de22,onboard/officebldg1/device1003819/analogValue/19,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
387250,427,1648992338461.0,1643824490572.0,oad_1,Outside Air Damper,volts,v,11,10.0,Outside Air Damper Position,148,7,0133d2b6a9e0cce8390e45e70cfb10e0,onboard/officebldg1/device1003838/analogOutput/5,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
387251,427,1648992338265.0,1643824490441.0,dat_stp_1,Discharge Air Temperature Setpoint,degreesFahrenheit,f,2,57.0,Supply Air Temperature Setpoint,428,1,21a08236e5465b24c602820f232cc1b5,onboard/officebldg1/device1003838/analogValue/14,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
387253,427,1648992338462.0,1643824490572.0,sdr_1,Smoke Detector,,on/off,20,0: inactive,Smoke Detection Status,371,11,5ed4f0262be36747a41a27d322bb5917,onboard/officebldg1/device1003838/binaryInput/1,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284878,427,1648992330175.0,1626897860913.0,flow_input_1,,cubicFeetPerMinute,cfm,7,161.0,Supply Air Flow,418,4,c4f2f3d3f6c64d0a5de70f0fa5b0d84a,onboard/officebldg1/device1003819/analogInput/1,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284882,427,1648992330175.0,1626897860913.0,occupied_cool_setpoint_1,,degreesFahrenheit,f,2,76.0,Occupied Cooling Setpoint,123,1,6e2ce10a92b3e11e84da16c060f520c4,onboard/officebldg1/device1003819/analogValue/1,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284883,427,1648992330175.0,1626897860913.0,cfm_setpoint_av_1,CFM VAV setpoint,65535,cfm,7,165.0,Supply Air Flow Setpoint,419,4,9dc4141898f6801ae5e2e5f6db9467a3,onboard/officebldg1/device1003819/analogValue/14,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
387289,427,1648992328416.0,1643824487041.0,clgstpt_1,Cooling Setpoint,degreesPhase,f,2,72.0,Zone Cooling Temperature Setpoint,206,1,5115e7a551517ea2e3c4e00f16392dff,onboard/officebldg1/device3225/analogValue/4,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285262,427,1648992338265.0,1626897850730.0,pht_1,Preheat Temperature,degreesFahrenheit,f,2,56.79,Preheat Coil Discharge Air Temperature,80,1,678c79840b7c2e910f92e6c6f0eb0c7c,onboard/officebldg1/device1003838/analogInput/7,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285261,427,1648992338265.0,1626897850730.0,ra_temp_1,Return Air Temperature,degreesFahrenheit,f,2,71.5,Return Air Temperature,85,1,6b2c62d4f0ddb5e377773be38cad6474,onboard/officebldg1/device1003838/analogInput/6,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285260,427,1648992338265.0,1626897850730.0,rah_1,Return Air Humidity,percentRelativeHumidity,%,3,24.79,Return Air Humidity,101,2,706cd05e7fd0fae57d06064dd012c706,onboard/officebldg1/device1003838/analogInput/5,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285259,427,1648992338265.0,1626897850730.0,oa_vol_1,Outside  Air Fan Volume,cubicFeetPerMinute,cfm,7,7273.0,Outside Air Flow,111,4,26859178e428cea7722255efdfa6c5c5,onboard/officebldg1/device1003838/analogInput/4,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285258,427,1648992338265.0,1626897850730.0,ma_temp_1,Mixed Air Temperature,degreesFahrenheit,f,2,56.90,Mixed Air Temperature,78,1,df63156b2a71d8ef10dd57624210383d,onboard/officebldg1/device1003838/analogInput/3,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285257,427,1648992338265.0,1626897850730.0,rel_sc_1,Relief Plenum Static Pressure,65535,psi,5,0.24,Relief Air Static Pressure,289,37,237830c925acb1c4726dbf137dafbc38,onboard/officebldg1/device1003838/analogInput/2,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285255,427,1648992338265.0,1626897850730.0,sah_1,Supply Air Humidity,percentRelativeHumidity,%,3,48.5,Supply Air Humidity,420,2,2b02a5c3214a644e914767a13b8d223c,onboard/officebldg1/device1003838/analogInput/11,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285037,427,1648992327971.0,1626897891130.0,dat_hi_1,High Discharge Air Temp,,on/off,20,0: inactive,High Temperature Alarm,438,11,045fc0df30314222609a8cc172b567cf,onboard/officebldg1/device1003826/binaryValue/5,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285021,427,1648992327970.0,1626897891129.0,hw_valve_1,Hot Water Valve,volts,v,11,2.0,Hot Water Valve Position,159,7,0e0c8fc9a0770416b5846c036dd42d9d,onboard/officebldg1/device1003826/analogOutput/1,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284616,427,1648992338265.0,1626897850730.0,stat_press_1,,noUnits,psi,5,1.28,Supply Air Static Pressure,423,37,7ac20a93a6cac9eb57223d624ecbc3a4,onboard/officebldg1/device1003838/analogValue/27,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284893,427,1648992330175.0,1626897860913.0,effective_heat_setpoint_1,,degreesFahrenheit,f,2,72.0,Zone Heating Temperature Effective Setpoint,432,1,dad7e59a523cdd67ab03819cd1e16c07,onboard/officebldg1/device1003819/analogValue/8,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284892,427,1648992330175.0,1626897860913.0,effective_cool_setpoint_1,,degreesFahrenheit,f,2,76.0,Zone Cooling Temperature Effective Setpoint,431,1,a6ec2b564c69962472d8e5229238059e,onboard/officebldg1/device1003819/analogValue/7,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284891,427,1648992330175.0,1626897860913.0,unoccupied_heat_setpoint_1,,degreesFahrenheit,f,2,55.0,Unoccupied Heating Setpoint,126,1,2d72576e28317d54403f4839d6e9be2c,onboard/officebldg1/device1003819/analogValue/4,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284887,427,1648992330175.0,1626897860913.0,heating_percent_av_1,,percent,%,3,19.78,Heating Output,240,23,71dd1262c05171224e40252b2790532e,onboard/officebldg1/device1003819/analogValue/18,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284886,427,1648992330175.0,1626897860913.0,damper_position_av_1,,percent,%,3,22.89,Supply Air Damper Position,416,7,c43bbb8e9b9c182b79947171691d3d4d,onboard/officebldg1/device1003819/analogValue/17,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
387281,427,1648992328416.0,1643824487041.0,dts_temp_1,South Air Temperature,degreesFahrenheit,f,2,60.0,Zone Temperature,77,1,fd91eaf1ce2287abecfd5f151a2e83d4,onboard/officebldg1/device3225/analogInput/10,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285278,427,1648992338265.0,1626897850730.0,ma_setpt_1,Mixed Air Temperature Setpoint,degreesFahrenheit,f,2,55.0,Mixed Air Temperature Setpoint,210,1,316c60d0e55c22036956a95e4f1c1e94,onboard/officebldg1/device1003838/analogValue/19,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285277,427,1648992338461.0,1626897850827.0,ahu_damp_av_1,OAD AV,percent,%,3,99.89,Outside Air Damper Position,148,7,021dee2ec425709ca1d2fccf095aef99,onboard/officebldg1/device1003838/analogValue/18,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285276,427,1648992338265.0,1626897850730.0,ex_press_stpt_1,Exhaust Plenum Static Pressure Setpt,inchesOfWater,psi,5,0.25,Exhaust Air Static Pressure Setpoint,187,37,5b857383c169798ac9e41b53df7e9531,onboard/officebldg1/device1003838/analogValue/16,27039,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285331,427,1648992338218.0,1626897881707.0,stat_press_1,,noUnits,psi,5,1.27,Supply Air Static Pressure,423,37,577725f470848a7641bcf36a53201dcc,onboard/officebldg1/device1003840/analogValue/27,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285336,427,1648992338330.0,1626897881798.0,frs_1,Freezestat,,on/off,20,0: inactive,Freeze Status,328,11,3ea494b6f20331a37e08cbe40145a2ed,onboard/officebldg1/device1003840/binaryInput/6,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285337,427,1648992338330.0,1626897881798.0,sdr_1,Smoke Detector,,on/off,20,0: inactive,Smoke Detection Status,371,11,6df9c1f2cf75968029bbd18efc0a513c,onboard/officebldg1/device1003840/binaryInput/7,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285341,427,1648992338330.0,1626897881798.0,ahu_sta_bv_1,,,on/off,20,1: active,Status,121,11,0249a9d4167cbfdd2e6efc9be10ab213,onboard/officebldg1/device1003840/binaryValue/14,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285342,427,1648992338331.0,1626897881798.0,occ_stat_1,Zone Occupancy Status,,occ,18,1: active,Occupancy Status,177,10,6653456ba23075dc6bf504866ccf6c06,onboard/officebldg1/device1003840/binaryValue/15,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285305,427,1648992338218.0,1626897881706.0,ma_temp_1,Mixed Air Temperature,degreesFahrenheit,f,2,75.0,Mixed Air Temperature,78,1,8c544d2f84bf5ca83a41ae5fff437b3a,onboard/officebldg1/device1003840/analogInput/3,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285304,427,1648992338218.0,1626897881706.0,rel_sc_1,Relief Plenum Static Pressure,65535,psi,5,0.26,Relief Air Static Pressure,289,37,149afcc8c2a8157f86e14e322e664e48,onboard/officebldg1/device1003840/analogInput/2,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285302,427,1648992338218.0,1626897881706.0,sah_1,Supply Air Humidity,percentRelativeHumidity,%,3,32.79,Supply Air Humidity,420,2,ee04b8130d7de87d8cf3d22cd3f49259,onboard/officebldg1/device1003840/analogInput/11,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
386724,427,1648992312604.0,1643824485378.0,occupied_cool_setpoint_1,,degreesFahrenheit,f,2,74.0,Occupied Cooling Setpoint,123,1,597e0d4933a7fb28914a6822a8f18c61,onboard/officebldg1/device1003805/analogValue/1,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
386725,427,1648992312605.0,1643824485378.0,cooling_percent_av_1,,percent,%,3,0.0,Cooling Output,327,23,26d9c630c80116ed6c513e4ac7d75988,onboard/officebldg1/device1003805/analogValue/15,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
386726,427,1648992312605.0,1643824485378.0,heating_setpoint_av_1,,degreesFahrenheit,f,2,69.0,Zone Heating Temperature Setpoint,198,1,f4c41c1cce508b4ef55178dba1221e49,onboard/officebldg1/device1003805/analogValue/19,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
386727,427,1648992312605.0,1643824485378.0,unoccupied_heat_setpoint_1,,degreesFahrenheit,f,2,55.0,Unoccupied Heating Setpoint,126,1,8e55d1fd3e963e02fe54b35da54a3977,onboard/officebldg1/device1003805/analogValue/4,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
386728,427,1648992312605.0,1643824485378.0,effective_heat_setpoint_1,,degreesFahrenheit,f,2,69.0,Zone Heating Temperature Effective Setpoint,432,1,4f8d067a89d51e7028cee1f5c124d148,onboard/officebldg1/device1003805/analogValue/8,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284622,427,1648992312605.0,1626897904988.0,flow_input_1,,cubicFeetPerMinute,cfm,7,284.0,Supply Air Flow,418,4,a94f2b842e0fa2c1b48c62921c54f392,onboard/officebldg1/device1003805/analogInput/1,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284624,427,1648992312604.0,1626897904988.0,zone_temp_1,Zone Temp,degreesFahrenheit,f,2,69.5,Zone Temperature,77,1,3188907b02680d107293a6500cbf0ccd,onboard/officebldg1/device1003805/analogInput/3,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284625,427,1648992312605.0,1626897904988.0,hw_valve_ao_1,Hot Water Valve,volts,v,11,2.0,Hot Water Valve Position,159,7,94e863f7d1b8929e763b4bb1969aa6a1,onboard/officebldg1/device1003805/analogOutput/1,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284627,427,1648992312605.0,1626897904988.0,cfm_setpoint_av_1,CFM VAV setpoint,65535,cfm,7,280.0,Supply Air Flow Setpoint,419,4,b1c62ba82941ba57c0f32646501e06ff,onboard/officebldg1/device1003805/analogValue/14,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284629,427,1648992312605.0,1626897904988.0,cooling_setpoint_av_1,,degreesFahrenheit,f,2,75.0,Zone Cooling Temperature Setpoint,206,1,9823563724404c2dcfbdca6b069eba84,onboard/officebldg1/device1003805/analogValue/16,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284630,427,1648992312605.0,1626897904988.0,damper_position_av_1,,percent,%,3,18.62,Supply Air Damper Position,416,7,5a7beb74738f78aea33a0e00f67d5d1d,onboard/officebldg1/device1003805/analogValue/17,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284631,427,1648992312605.0,1626897904988.0,heating_percent_av_1,,percent,%,3,0.0,Heating Output,240,23,003019eb03aea2c485bb4db0b6b77475,onboard/officebldg1/device1003805/analogValue/18,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284633,427,1648992312604.0,1626897904988.0,occupied_heat_setpoint_1,,degreesFahrenheit,f,2,70.0,Occupied Heating Setpoint,124,1,8e87412784b9acbc450a81ca0e2e9d63,onboard/officebldg1/device1003805/analogValue/2,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284634,427,1648992312605.0,1626897904988.0,unoccupied_cool_setpoint_1,,degreesFahrenheit,f,2,85.0,Unoccupied Cooling Setpoint,125,1,79d121bdc905e54dbe20146cbe347a40,onboard/officebldg1/device1003805/analogValue/3,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284636,427,1648992312605.0,1626897904988.0,effective_cool_setpoint_1,,degreesFahrenheit,f,2,75.0,Zone Cooling Temperature Effective Setpoint,431,1,b4dd883e33a1041e74458f0d98990bf1,onboard/officebldg1/device1003805/analogValue/7,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
284641,427,1648992312605.0,1626897904988.0,schedule_1,Occupancy Schedule,,occ,18,1: active,Occupancy Schedule,277,10,114100465f660e09585a946f5aa9a9da,onboard/officebldg1/device1003805/binaryValue/4,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285312,427,1648992338330.0,1626897881798.0,cwv_1,Chilled Water Valve,volts,v,11,2.0,Chilled Water Valve Position,160,7,1c1f729108f1cd9776312439c9d299d2,onboard/officebldg1/device1003840/analogOutput/1,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285313,427,1648992338218.0,1626897881706.0,rel_dmpr_output_1,Relief Air Damper Output,volts,v,11,2.09,Relief Air Damper Position,151,7,e15cc9ac65ae44b0c0c83786c8c68f4d,onboard/officebldg1/device1003840/analogOutput/2,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285309,427,1648992338218.0,1626897881706.0,pht_1,Preheat Temperature,degreesFahrenheit,f,2,53.20,Preheat Coil Discharge Air Temperature,80,1,a2fe5e263a630917e95d783ac4df38a5,onboard/officebldg1/device1003840/analogInput/7,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285308,427,1648992338218.0,1626897881706.0,ra_temp_1,Return Air Temperature,degreesFahrenheit,f,2,70.09,Return Air Temperature,85,1,d50a8e4e9f8f8b45e489c3ba1fd36330,onboard/officebldg1/device1003840/analogInput/6,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285307,427,1648992338218.0,1626897881706.0,rah_1,Return Air Humidity,percentRelativeHumidity,%,3,24.70,Return Air Humidity,101,2,001d8eb70392cfc639a791dbfe2712a9,onboard/officebldg1/device1003840/analogInput/5,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285306,427,1648992338218.0,1626897881706.0,oa_vol_1,Outside  Air Fan Volume,cubicFeetPerMinute,cfm,7,7587.0,Outside Air Flow,111,4,5af3f5ac3029ee76b485da4a9a3c6a94,onboard/officebldg1/device1003840/analogInput/4,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285320,427,1648992338218.0,1626897881706.0,dehum_dat_stp_1,,noUnits,f,2,55.0,Leaving Dehumidification Air Temperature Setpoint,237,1,8153117d08e0f5954817df77daf43704,onboard/officebldg1/device1003840/analogValue/1,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285321,427,1648992338218.0,1626897881706.0,ahu_dat_av_1,ACF Discharge Air Temp,noUnits,f,2,55.90,Supply Air Temperature,425,1,e12910ac24593702a30eecc2b1c0b2ee,onboard/officebldg1/device1003840/analogValue/10,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285322,427,1648992338330.0,1626897881798.0,dat_stp_1,Discharge Air Temperature Setpoint,degreesFahrenheit,f,2,67.0,Supply Air Temperature Setpoint,428,1,d98485034bd7b86a7dff8c61ec759521,onboard/officebldg1/device1003840/analogValue/14,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285323,427,1648992338218.0,1626897881706.0,ex_press_stpt_1,Exhaust Plenum Static Pressure Setpt,inchesOfWater,psi,5,0.25,Exhaust Air Static Pressure Setpoint,187,37,ca1ee1d7d100f00047a380a2f31ef306,onboard/officebldg1/device1003840/analogValue/16,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285324,427,1648992338330.0,1626897881798.0,ahu_damp_av_1,OAD AV,percent,%,3,100.0,Outside Air Damper Position,148,7,85e807d1e3e56ed3449ad1356a651ef3,onboard/officebldg1/device1003840/analogValue/18,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285325,427,1648992338218.0,1626897881707.0,ma_setpt_1,Mixed Air Temperature Setpoint,degreesFahrenheit,f,2,65.0,Mixed Air Temperature Setpoint,210,1,a109adb882e33d3e447e59479a126487,onboard/officebldg1/device1003840/analogValue/19,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285332,427,1648992338218.0,1626897881706.0,ra_hum_setpt_1,RA Humidification Setpt,percentRelativeHumidity,%,3,20.0,Return Air Humidity Setpoint,412,2,09593b24dc690bc722b4736261b24403,onboard/officebldg1/device1003840/analogValue/3,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
285315,427,1648992338330.0,1626897881798.0,oad_1,Outside Air Damper,volts,v,11,10.0,Outside Air Damper Position,148,7,bc6b3011507f35c43009acb1d55a0750,onboard/officebldg1/device1003840/analogOutput/5,27040,427,Office Building,AHU,Air Handling Unit,First Floor,"['ahu', 'hvac']"
